item	Genome_ID	Species	RefSeq	Assembly_ID	Assembly_ID_norm	Strain	Genome_in_HOMD	HOMD_ID	G_ID
H_influenzae_str_PTHi_2060_id_GCA_900407905_1	H_influenzae_str_PTHi_2060_id_GCA_900407905_1	H_influenzae	Yes	GCA_900407905_1	GCA_900407905.1	PTHi_2060	no	NA	G_0629
H_influenzae_str_135P16H1_id_GCA_002984305_1	H_influenzae_str_135P16H1_id_GCA_002984305_1	H_influenzae	Yes	GCA_002984305_1	GCA_002984305.1	135P16H1	no	NA	G_0630
H_influenzae_str_33P19H1_id_GCA_002984545_1	H_influenzae_str_33P19H1_id_GCA_002984545_1	H_influenzae	Yes	GCA_002984545_1	GCA_002984545.1	33P19H1	no	NA	G_0631
H_influenzae_str_124P1H1_id_GCA_002989415_1	H_influenzae_str_124P1H1_id_GCA_002989415_1	H_influenzae	Yes	GCA_002989415_1	GCA_002989415.1	124P1H1	no	NA	G_0632
H_influenzae_str_124P8H1_id_GCA_002984925_1	H_influenzae_str_124P8H1_id_GCA_002984925_1	H_influenzae	Yes	GCA_002984925_1	GCA_002984925.1	124P8H1	no	NA	G_0633
H_influenzae_str_105P29H1_id_GCA_002984845_1	H_influenzae_str_105P29H1_id_GCA_002984845_1	H_influenzae	Yes	GCA_002984845_1	GCA_002984845.1	105P29H1	no	NA	G_0634
H_influenzae_str_126P11H1_id_GCA_002989475_1	H_influenzae_str_126P11H1_id_GCA_002989475_1	H_influenzae	Yes	GCA_002989475_1	GCA_002989475.1	126P11H1	no	NA	G_0635
H_influenzae_str_C_id_GCA_007897125_1	H_influenzae_str_C_id_GCA_007897125_1	H_influenzae	Yes	GCA_007897125_1	GCA_007897125.1	C	no	NA	G_0636
H_influenzae_str_148P17H1_id_GCA_002989655_1	H_influenzae_str_148P17H1_id_GCA_002989655_1	H_influenzae	Yes	GCA_002989655_1	GCA_002989655.1	148P17H1	no	NA	G_0637
H_influenzae_str_59P3H1_id_GCA_002985765_1	H_influenzae_str_59P3H1_id_GCA_002985765_1	H_influenzae	Yes	GCA_002985765_1	GCA_002985765.1	59P3H1	no	NA	G_0638
H_influenzae_str_48P160H1_id_GCA_002990685_1	H_influenzae_str_48P160H1_id_GCA_002990685_1	H_influenzae	Yes	GCA_002990685_1	GCA_002990685.1	48P160H1	no	NA	G_0639
H_influenzae_str_48P45H1_id_GCA_002991465_1	H_influenzae_str_48P45H1_id_GCA_002991465_1	H_influenzae	Yes	GCA_002991465_1	GCA_002991465.1	48P45H1	no	NA	G_0640
H_influenzae_str_124P6H1_id_GCA_002989465_1	H_influenzae_str_124P6H1_id_GCA_002989465_1	H_influenzae	Yes	GCA_002989465_1	GCA_002989465.1	124P6H1	no	NA	G_0641
H_influenzae_str_56P127H1_id_GCA_002985555_1	H_influenzae_str_56P127H1_id_GCA_002985555_1	H_influenzae	Yes	GCA_002985555_1	GCA_002985555.1	56P127H1	no	NA	G_0642
H_influenzae_str_14P8H4_id_GCA_002991285_1	H_influenzae_str_14P8H4_id_GCA_002991285_1	H_influenzae	Yes	GCA_002991285_1	GCA_002991285.1	14P8H4	no	NA	G_0643
H_influenzae_str_56P76H1_id_GCA_002985725_1	H_influenzae_str_56P76H1_id_GCA_002985725_1	H_influenzae	Yes	GCA_002985725_1	GCA_002985725.1	56P76H1	no	NA	G_0644
H_influenzae_str_84P20H1_id_GCA_002987225_1	H_influenzae_str_84P20H1_id_GCA_002987225_1	H_influenzae	Yes	GCA_002987225_1	GCA_002987225.1	84P20H1	no	NA	G_0645
H_influenzae_str_91P3H3_id_GCA_002988875_1	H_influenzae_str_91P3H3_id_GCA_002988875_1	H_influenzae	Yes	GCA_002988875_1	GCA_002988875.1	91P3H3	no	NA	G_0646
H_influenzae_str_99P15H1_id_GCA_002989035_1	H_influenzae_str_99P15H1_id_GCA_002989035_1	H_influenzae	Yes	GCA_002989035_1	GCA_002989035.1	99P15H1	no	NA	G_0647
H_influenzae_str_67P10H5_id_GCA_002988575_1	H_influenzae_str_67P10H5_id_GCA_002988575_1	H_influenzae	Yes	GCA_002988575_1	GCA_002988575.1	67P10H5	no	NA	G_0648
H_influenzae_str_101P3H1_id_GCA_002983745_1	H_influenzae_str_101P3H1_id_GCA_002983745_1	H_influenzae	Yes	GCA_002983745_1	GCA_002983745.1	101P3H1	no	NA	G_0649
H_influenzae_str_121P2H1_id_GCA_002989355_1	H_influenzae_str_121P2H1_id_GCA_002989355_1	H_influenzae	Yes	GCA_002989355_1	GCA_002989355.1	121P2H1	no	NA	G_0650
H_influenzae_str_39P13H_id_GCA_002990305_1	H_influenzae_str_39P13H_id_GCA_002990305_1	H_influenzae	Yes	GCA_002990305_1	GCA_002990305.1	39P13H	no	NA	G_0651
H_influenzae_str_126P16H1_id_GCA_002984005_1	H_influenzae_str_126P16H1_id_GCA_002984005_1	H_influenzae	Yes	GCA_002984005_1	GCA_002984005.1	126P16H1	no	NA	G_0652
H_influenzae_str_10P129H1_id_GCA_003184385_1	H_influenzae_str_10P129H1_id_GCA_003184385_1	H_influenzae	Yes	GCA_003184385_1	GCA_003184385.1	10P129H1	no	NA	G_0653
H_influenzae_str_84P36H1_id_GCA_003184405_1	H_influenzae_str_84P36H1_id_GCA_003184405_1	H_influenzae	Yes	GCA_003184405_1	GCA_003184405.1	84P36H1	no	NA	G_0654
H_influenzae_str_Hi642_id_GCA_003363355_1	H_influenzae_str_Hi642_id_GCA_003363355_1	H_influenzae	Yes	GCA_003363355_1	GCA_003363355.1	Hi642	no	NA	G_0655
H_influenzae_str_NCTC11872_id_GCA_900450775_1	H_influenzae_str_NCTC11872_id_GCA_900450775_1	H_influenzae	Yes	GCA_900450775_1	GCA_900450775.1	NCTC11872	no	NA	G_0656
H_influenzae_str_167_HINF_id_GCA_001071575_1	H_influenzae_str_167_HINF_id_GCA_001071575_1	H_influenzae	Yes	GCA_001071575_1	GCA_001071575.1	167_HINF	no	NA	G_0657
H_influenzae_str_9467_18_id_GCA_020073755_1	H_influenzae_str_9467_18_id_GCA_020073755_1	H_influenzae	Yes	GCA_020073755_1	GCA_020073755.1	9467_18	no	NA	G_0658
H_influenzae_str_AS012777_id_GCA_010603865_1	H_influenzae_str_AS012777_id_GCA_010603865_1	H_influenzae	Yes	GCA_010603865_1	GCA_010603865.1	AS012777	no	NA	G_0659
H_influenzae_str_M26329_id_GCA_003492045_1	H_influenzae_str_M26329_id_GCA_003492045_1	H_influenzae	Yes	GCA_003492045_1	GCA_003492045.1	M26329	no	NA	G_0660
H_influenzae_str_1209_id_GCA_000877255_1	H_influenzae_str_1209_id_GCA_000877255_1	H_influenzae	Yes	GCA_000877255_1	GCA_000877255.1	1209	no	NA	G_0661
H_influenzae_str_FDAARGOS_1022_id_GCA_016535385_1	H_influenzae_str_FDAARGOS_1022_id_GCA_016535385_1	H_influenzae	Yes	GCA_016535385_1	GCA_016535385.1	FDAARGOS_1022	no	NA	G_0662
H_influenzae_str_M24156_id_GCA_003496965_1	H_influenzae_str_M24156_id_GCA_003496965_1	H_influenzae	Yes	GCA_003496965_1	GCA_003496965.1	M24156	no	NA	G_0663
H_influenzae_str_M10766_id_GCA_003490875_1	H_influenzae_str_M10766_id_GCA_003490875_1	H_influenzae	Yes	GCA_003490875_1	GCA_003490875.1	M10766	no	NA	G_0664
H_influenzae_str_I_id_GCA_007897105_1	H_influenzae_str_I_id_GCA_007897105_1	H_influenzae	Yes	GCA_007897105_1	GCA_007897105.1	I	no	NA	G_0665
H_influenzae_str_M38052_id_GCA_003496775_1	H_influenzae_str_M38052_id_GCA_003496775_1	H_influenzae	Yes	GCA_003496775_1	GCA_003496775.1	M38052	no	NA	G_0666
H_influenzae_str_M24593_id_GCA_003493625_1	H_influenzae_str_M24593_id_GCA_003493625_1	H_influenzae	Yes	GCA_003493625_1	GCA_003493625.1	M24593	no	NA	G_0667
H_influenzae_str_M03842_id_GCA_003491005_1	H_influenzae_str_M03842_id_GCA_003491005_1	H_influenzae	Yes	GCA_003491005_1	GCA_003491005.1	M03842	no	NA	G_0668
H_influenzae_str_M09394_id_GCA_003494245_1	H_influenzae_str_M09394_id_GCA_003494245_1	H_influenzae	Yes	GCA_003494245_1	GCA_003494245.1	M09394	no	NA	G_0669
H_influenzae_str_M11840_id_GCA_003493785_1	H_influenzae_str_M11840_id_GCA_003493785_1	H_influenzae	Yes	GCA_003493785_1	GCA_003493785.1	M11840	no	NA	G_0670
H_influenzae_str_2842STDY5882076_id_GCA_900035535_1	H_influenzae_str_2842STDY5882076_id_GCA_900035535_1	H_influenzae	Yes	GCA_900035535_1	GCA_900035535.1	2842STDY5882076	no	NA	G_0671
H_influenzae_str_65290_NP_Hi3_id_GCA_004802225_1	H_influenzae_str_65290_NP_Hi3_id_GCA_004802225_1	H_influenzae	Yes	GCA_004802225_1	GCA_004802225.1	65290_NP_Hi3	no	NA	G_0672
H_influenzae_str_65290_BAL_Hi4_id_GCA_004802155_1	H_influenzae_str_65290_BAL_Hi4_id_GCA_004802155_1	H_influenzae	Yes	GCA_004802155_1	GCA_004802155.1	65290_BAL_Hi4	no	NA	G_0673
H_influenzae_str_65373_B_Hi_3_id_GCA_001949855_1	H_influenzae_str_65373_B_Hi_3_id_GCA_001949855_1	H_influenzae	Yes	GCA_001949855_1	GCA_001949855.1	65373_B_Hi_3	no	NA	G_0674
H_influenzae_str_P592_9166_id_GCA_003415505_1	H_influenzae_str_P592_9166_id_GCA_003415505_1	H_influenzae	Yes	GCA_003415505_1	GCA_003415505.1	P592_9166	no	NA	G_0675
H_influenzae_str_2842STDY5882079_id_GCA_900027015_1	H_influenzae_str_2842STDY5882079_id_GCA_900027015_1	H_influenzae	Yes	GCA_900027015_1	GCA_900027015.1	2842STDY5882079	no	NA	G_0676
H_influenzae_str_P666_8053_id_GCA_003414475_2	H_influenzae_str_P666_8053_id_GCA_003414475_2	H_influenzae	Yes	GCA_003414475_2	GCA_003414475.2	P666_8053	no	NA	G_0677
H_influenzae_str_M10768_id_GCA_003490185_1	H_influenzae_str_M10768_id_GCA_003490185_1	H_influenzae	Yes	GCA_003490185_1	GCA_003490185.1	M10768	no	NA	G_0678
H_influenzae_str_PTHi_13480_id_GCA_900407795_1	H_influenzae_str_PTHi_13480_id_GCA_900407795_1	H_influenzae	Yes	GCA_900407795_1	GCA_900407795.1	PTHi_13480	no	NA	G_0679
H_influenzae_str_P658_8889_id_GCA_003414605_1	H_influenzae_str_P658_8889_id_GCA_003414605_1	H_influenzae	Yes	GCA_003414605_1	GCA_003414605.1	P658_8889	no	NA	G_0680
H_influenzae_str_M12066_id_GCA_003497065_1	H_influenzae_str_M12066_id_GCA_003497065_1	H_influenzae	Yes	GCA_003497065_1	GCA_003497065.1	M12066	no	NA	G_0681
H_influenzae_str_2842STDY5882080_id_GCA_900029335_1	H_influenzae_str_2842STDY5882080_id_GCA_900029335_1	H_influenzae	Yes	GCA_900029335_1	GCA_900029335.1	2842STDY5882080	no	NA	G_0682
H_influenzae_str_411_id_GCA_000636055_1	H_influenzae_str_411_id_GCA_000636055_1	H_influenzae	Yes	GCA_000636055_1	GCA_000636055.1	411	no	NA	G_0683
H_influenzae_str_0_id_GCA_007896915_1	H_influenzae_str_0_id_GCA_007896915_1	H_influenzae	Yes	GCA_007896915_1	GCA_007896915.1	0	no	NA	G_0684
H_influenzae_str_PTHi_12251_id_GCA_900407455_1	H_influenzae_str_PTHi_12251_id_GCA_900407455_1	H_influenzae	Yes	GCA_900407455_1	GCA_900407455.1	PTHi_12251	no	NA	G_0685
H_influenzae_str_60069_NP_Hi2_id_GCA_004802085_1	H_influenzae_str_60069_NP_Hi2_id_GCA_004802085_1	H_influenzae	Yes	GCA_004802085_1	GCA_004802085.1	60069_NP_Hi2	no	NA	G_0686
H_influenzae_str_M09208_id_GCA_003490275_1	H_influenzae_str_M09208_id_GCA_003490275_1	H_influenzae	Yes	GCA_003490275_1	GCA_003490275.1	M09208	no	NA	G_0687
H_influenzae_str_G_id_GCA_007897045_1	H_influenzae_str_G_id_GCA_007897045_1	H_influenzae	Yes	GCA_007897045_1	GCA_007897045.1	G	no	NA	G_0688
H_influenzae_str_HI2004_id_GCA_001184445_1	H_influenzae_str_HI2004_id_GCA_001184445_1	H_influenzae	Yes	GCA_001184445_1	GCA_001184445.1	HI2004	no	NA	G_0689
H_influenzae_str_C2010021516_id_GCA_004153235_1	H_influenzae_str_C2010021516_id_GCA_004153235_1	H_influenzae	Yes	GCA_004153235_1	GCA_004153235.1	C2010021516	no	NA	G_0690
H_influenzae_str_2842STDY5882064_id_GCA_900039575_1	H_influenzae_str_2842STDY5882064_id_GCA_900039575_1	H_influenzae	Yes	GCA_900039575_1	GCA_900039575.1	2842STDY5882064	no	NA	G_0691
H_influenzae_str_P596_8591_id_GCA_003415525_1	H_influenzae_str_P596_8591_id_GCA_003415525_1	H_influenzae	Yes	GCA_003415525_1	GCA_003415525.1	P596_8591	no	NA	G_0692
H_influenzae_str_P594_8239_id_GCA_003415565_2	H_influenzae_str_P594_8239_id_GCA_003415565_2	H_influenzae	Yes	GCA_003415565_2	GCA_003415565.2	P594_8239	no	NA	G_0693
H_influenzae_str_P654_8983_id_GCA_003414795_1	H_influenzae_str_P654_8983_id_GCA_003414795_1	H_influenzae	Yes	GCA_003414795_1	GCA_003414795.1	P654_8983	no	NA	G_0694
H_influenzae_str_P651_8849_id_GCA_003414865_1	H_influenzae_str_P651_8849_id_GCA_003414865_1	H_influenzae	Yes	GCA_003414865_1	GCA_003414865.1	P651_8849	no	NA	G_0695
H_influenzae_str_M07659_id_GCA_003458065_1	H_influenzae_str_M07659_id_GCA_003458065_1	H_influenzae	Yes	GCA_003458065_1	GCA_003458065.1	M07659	no	NA	G_0696
H_influenzae_str_M29665_id_GCA_003490605_1	H_influenzae_str_M29665_id_GCA_003490605_1	H_influenzae	Yes	GCA_003490605_1	GCA_003490605.1	M29665	no	NA	G_0697
H_influenzae_str_M13119_id_GCA_003494765_1	H_influenzae_str_M13119_id_GCA_003494765_1	H_influenzae	Yes	GCA_003494765_1	GCA_003494765.1	M13119	no	NA	G_0698
H_influenzae_str_F_id_GCA_007897115_1	H_influenzae_str_F_id_GCA_007897115_1	H_influenzae	Yes	GCA_007897115_1	GCA_007897115.1	F	no	NA	G_0699
H_influenzae_str_7_id_GCA_003203055_1	H_influenzae_str_7_id_GCA_003203055_1	H_influenzae	Yes	GCA_003203055_1	GCA_003203055.1	7	no	NA	G_0700
H_influenzae_str_M09965_id_GCA_003493205_1	H_influenzae_str_M09965_id_GCA_003493205_1	H_influenzae	Yes	GCA_003493205_1	GCA_003493205.1	M09965	no	NA	G_0701
H_influenzae_str_M29695_id_GCA_003490705_1	H_influenzae_str_M29695_id_GCA_003490705_1	H_influenzae	Yes	GCA_003490705_1	GCA_003490705.1	M29695	no	NA	G_0702
H_influenzae_str_M18770_id_GCA_003490225_1	H_influenzae_str_M18770_id_GCA_003490225_1	H_influenzae	Yes	GCA_003490225_1	GCA_003490225.1	M18770	no	NA	G_0703
H_influenzae_str_PTHi_3533_id_GCA_900408025_1	H_influenzae_str_PTHi_3533_id_GCA_900408025_1	H_influenzae	Yes	GCA_900408025_1	GCA_900408025.1	PTHi_3533	no	NA	G_0704
H_influenzae_str_PTHi_3448_id_GCA_900407995_1	H_influenzae_str_PTHi_3448_id_GCA_900407995_1	H_influenzae	Yes	GCA_900407995_1	GCA_900407995.1	PTHi_3448	no	NA	G_0705
H_influenzae_str_2842STDY5882065_id_GCA_900037345_1	H_influenzae_str_2842STDY5882065_id_GCA_900037345_1	H_influenzae	Yes	GCA_900037345_1	GCA_900037345.1	2842STDY5882065	no	NA	G_0706
H_influenzae_str_B_id_GCA_007897175_1	H_influenzae_str_B_id_GCA_007897175_1	H_influenzae	Yes	GCA_007897175_1	GCA_007897175.1	B	no	NA	G_0707
H_influenzae_str_PTHi_12578_id_GCA_900407555_1	H_influenzae_str_PTHi_12578_id_GCA_900407555_1	H_influenzae	Yes	GCA_900407555_1	GCA_900407555.1	PTHi_12578	no	NA	G_0708
H_influenzae_str_PTHi_12485_id_GCA_900407615_1	H_influenzae_str_PTHi_12485_id_GCA_900407615_1	H_influenzae	Yes	GCA_900407615_1	GCA_900407615.1	PTHi_12485	no	NA	G_0709
H_influenzae_str_PTHi_8814_id_GCA_900408205_1	H_influenzae_str_PTHi_8814_id_GCA_900408205_1	H_influenzae	Yes	GCA_900408205_1	GCA_900408205.1	PTHi_8814	no	NA	G_0710
H_influenzae_str_PTHi_13010_id_GCA_900407665_1	H_influenzae_str_PTHi_13010_id_GCA_900407665_1	H_influenzae	Yes	GCA_900407665_1	GCA_900407665.1	PTHi_13010	no	NA	G_0711
H_influenzae_str_46P8H1_id_GCA_002984745_1	H_influenzae_str_46P8H1_id_GCA_002984745_1	H_influenzae	Yes	GCA_002984745_1	GCA_002984745.1	46P8H1	no	NA	G_0712
H_influenzae_str_P605_7719_id_GCA_003415415_1	H_influenzae_str_P605_7719_id_GCA_003415415_1	H_influenzae	Yes	GCA_003415415_1	GCA_003415415.1	P605_7719	no	NA	G_0713
H_influenzae_str_17_id_GCA_003203175_1	H_influenzae_str_17_id_GCA_003203175_1	H_influenzae	Yes	GCA_003203175_1	GCA_003203175.1	17	no	NA	G_0714
H_influenzae_str_PTHi_2974_id_GCA_900407965_1	H_influenzae_str_PTHi_2974_id_GCA_900407965_1	H_influenzae	Yes	GCA_900407965_1	GCA_900407965.1	PTHi_2974	no	NA	G_0715
H_influenzae_str_146_id_GCA_002917845_1	H_influenzae_str_146_id_GCA_002917845_1	H_influenzae	Yes	GCA_002917845_1	GCA_002917845.1	146	no	NA	G_0716
H_influenzae_str_75P47H1_id_GCA_002986595_1	H_influenzae_str_75P47H1_id_GCA_002986595_1	H_influenzae	Yes	GCA_002986595_1	GCA_002986595.1	75P47H1	no	NA	G_0717
H_influenzae_str_101P36H1_id_GCA_002989105_1	H_influenzae_str_101P36H1_id_GCA_002989105_1	H_influenzae	Yes	GCA_002989105_1	GCA_002989105.1	101P36H1	no	NA	G_0718
H_influenzae_str_122P4H1_id_GCA_002989395_1	H_influenzae_str_122P4H1_id_GCA_002989395_1	H_influenzae	Yes	GCA_002989395_1	GCA_002989395.1	122P4H1	no	NA	G_0719
H_influenzae_str_40P41H1_id_GCA_002991385_1	H_influenzae_str_40P41H1_id_GCA_002991385_1	H_influenzae	Yes	GCA_002991385_1	GCA_002991385.1	40P41H1	no	NA	G_0720
H_influenzae_str_6_id_GCA_003203035_1	H_influenzae_str_6_id_GCA_003203035_1	H_influenzae	Yes	GCA_003203035_1	GCA_003203035.1	6	no	NA	G_0721
H_influenzae_str_PTHi_13070_id_GCA_900407655_1	H_influenzae_str_PTHi_13070_id_GCA_900407655_1	H_influenzae	Yes	GCA_900407655_1	GCA_900407655.1	PTHi_13070	no	NA	G_0722
H_influenzae_str_126P12H2_id_GCA_002989435_1	H_influenzae_str_126P12H2_id_GCA_002989435_1	H_influenzae	Yes	GCA_002989435_1	GCA_002989435.1	126P12H2	no	NA	G_0723
H_influenzae_str_31P13H1_id_GCA_002984455_1	H_influenzae_str_31P13H1_id_GCA_002984455_1	H_influenzae	Yes	GCA_002984455_1	GCA_002984455.1	31P13H1	no	NA	G_0724
H_influenzae_str_1P18H1_id_GCA_002984355_1	H_influenzae_str_1P18H1_id_GCA_002984355_1	H_influenzae	Yes	GCA_002984355_1	GCA_002984355.1	1P18H1	no	NA	G_0725
H_influenzae_str_HI1374_id_GCA_001184655_1	H_influenzae_str_HI1374_id_GCA_001184655_1	H_influenzae	Yes	GCA_001184655_1	GCA_001184655.1	HI1374	no	NA	G_0726
H_influenzae_str_107P75H1_id_GCA_002989275_1	H_influenzae_str_107P75H1_id_GCA_002989275_1	H_influenzae	Yes	GCA_002989275_1	GCA_002989275.1	107P75H1	no	NA	G_0727
H_influenzae_str_PTHi_1443_id_GCA_900407815_1	H_influenzae_str_PTHi_1443_id_GCA_900407815_1	H_influenzae	Yes	GCA_900407815_1	GCA_900407815.1	PTHi_1443	no	NA	G_0728
H_influenzae_str_5P27H1_id_GCA_002985845_1	H_influenzae_str_5P27H1_id_GCA_002985845_1	H_influenzae	Yes	GCA_002985845_1	GCA_002985845.1	5P27H1	no	NA	G_0729
H_influenzae_str_841_HINF_id_GCA_001058575_1	H_influenzae_str_841_HINF_id_GCA_001058575_1	H_influenzae	Yes	GCA_001058575_1	GCA_001058575.1	841_HINF	no	NA	G_0730
H_influenzae_str_PTHi_6745_id_GCA_900408135_1	H_influenzae_str_PTHi_6745_id_GCA_900408135_1	H_influenzae	Yes	GCA_900408135_1	GCA_900408135.1	PTHi_6745	no	NA	G_0731
H_influenzae_str_96P15H1_id_GCA_002988975_1	H_influenzae_str_96P15H1_id_GCA_002988975_1	H_influenzae	Yes	GCA_002988975_1	GCA_002988975.1	96P15H1	no	NA	G_0732
H_influenzae_str_Hi45_id_GCA_021390955_1	H_influenzae_str_Hi45_id_GCA_021390955_1	H_influenzae	Yes	GCA_021390955_1	GCA_021390955.1	Hi45	no	NA	G_0733
H_influenzae_str_54P24H7_id_GCA_002985505_1	H_influenzae_str_54P24H7_id_GCA_002985505_1	H_influenzae	Yes	GCA_002985505_1	GCA_002985505.1	54P24H7	no	NA	G_0734
H_influenzae_str_Hi322_id_GCA_000833835_1	H_influenzae_str_Hi322_id_GCA_000833835_1	H_influenzae	Yes	GCA_000833835_1	GCA_000833835.1	Hi322	no	NA	G_0735
H_influenzae_str_PTHi_12411_id_GCA_900407525_1	H_influenzae_str_PTHi_12411_id_GCA_900407525_1	H_influenzae	Yes	GCA_900407525_1	GCA_900407525.1	PTHi_12411	no	NA	G_0736
H_influenzae_str_111P96H1_id_GCA_002983945_1	H_influenzae_str_111P96H1_id_GCA_002983945_1	H_influenzae	Yes	GCA_002983945_1	GCA_002983945.1	111P96H1	no	NA	G_0737
H_influenzae_str_96P3H1_id_GCA_002988295_1	H_influenzae_str_96P3H1_id_GCA_002988295_1	H_influenzae	Yes	GCA_002988295_1	GCA_002988295.1	96P3H1	no	NA	G_0738
H_influenzae_str_33P46H1_id_GCA_002990165_1	H_influenzae_str_33P46H1_id_GCA_002990165_1	H_influenzae	Yes	GCA_002990165_1	GCA_002990165.1	33P46H1	no	NA	G_0739
H_influenzae_str_11_id_GCA_003203095_1	H_influenzae_str_11_id_GCA_003203095_1	H_influenzae	Yes	GCA_003203095_1	GCA_003203095.1	11	no	NA	G_0740
H_influenzae_str_94P41H1_id_GCA_002988255_1	H_influenzae_str_94P41H1_id_GCA_002988255_1	H_influenzae	Yes	GCA_002988255_1	GCA_002988255.1	94P41H1	no	NA	G_0741
H_influenzae_str_87P37H1_id_GCA_002988835_1	H_influenzae_str_87P37H1_id_GCA_002988835_1	H_influenzae	Yes	GCA_002988835_1	GCA_002988835.1	87P37H1	no	NA	G_0742
H_influenzae_str_RMHi93_id_GCA_000833735_1	H_influenzae_str_RMHi93_id_GCA_000833735_1	H_influenzae	Yes	GCA_000833735_1	GCA_000833735.1	RMHi93	no	NA	G_0743
H_influenzae_str_159_HINF_id_GCA_001055565_1	H_influenzae_str_159_HINF_id_GCA_001055565_1	H_influenzae	Yes	GCA_001055565_1	GCA_001055565.1	159_HINF	no	NA	G_0744
H_influenzae_str_27P10H2_id_GCA_002985225_1	H_influenzae_str_27P10H2_id_GCA_002985225_1	H_influenzae	Yes	GCA_002985225_1	GCA_002985225.1	27P10H2	no	NA	G_0745
H_influenzae_str_102P20H1_id_GCA_002990785_1	H_influenzae_str_102P20H1_id_GCA_002990785_1	H_influenzae	Yes	GCA_002990785_1	GCA_002990785.1	102P20H1	no	NA	G_0746
H_influenzae_str_HiX_id_GCA_021390995_1	H_influenzae_str_HiX_id_GCA_021390995_1	H_influenzae	Yes	GCA_021390995_1	GCA_021390995.1	HiX	no	NA	G_0747
H_influenzae_str_Hi5_id_GCA_021391095_1	H_influenzae_str_Hi5_id_GCA_021391095_1	H_influenzae	Yes	GCA_021391095_1	GCA_021391095.1	Hi5	no	NA	G_0748
H_influenzae_str_Hi6_id_GCA_021391115_1	H_influenzae_str_Hi6_id_GCA_021391115_1	H_influenzae	Yes	GCA_021391115_1	GCA_021391115.1	Hi6	no	NA	G_0749
H_influenzae_str_47P68H1_id_GCA_002990655_1	H_influenzae_str_47P68H1_id_GCA_002990655_1	H_influenzae	Yes	GCA_002990655_1	GCA_002990655.1	47P68H1	no	NA	G_0750
H_influenzae_str_Hi8_id_GCA_021391055_1	H_influenzae_str_Hi8_id_GCA_021391055_1	H_influenzae	Yes	GCA_021391055_1	GCA_021391055.1	Hi8	no	NA	G_0751
H_influenzae_str_Hi38_id_GCA_021391075_1	H_influenzae_str_Hi38_id_GCA_021391075_1	H_influenzae	Yes	GCA_021391075_1	GCA_021391075.1	Hi38	no	NA	G_0752
H_influenzae_str_128P56H1_id_GCA_002984165_1	H_influenzae_str_128P56H1_id_GCA_002984165_1	H_influenzae	Yes	GCA_002984165_1	GCA_002984165.1	128P56H1	no	NA	G_0753
H_influenzae_str_74P15H1_id_GCA_002988665_1	H_influenzae_str_74P15H1_id_GCA_002988665_1	H_influenzae	Yes	GCA_002988665_1	GCA_002988665.1	74P15H1	no	NA	G_0754
H_influenzae_str_44P204H1_id_GCA_002990445_1	H_influenzae_str_44P204H1_id_GCA_002990445_1	H_influenzae	Yes	GCA_002990445_1	GCA_002990445.1	44P204H1	no	NA	G_0755
H_influenzae_str_56P1H1_id_GCA_002985615_1	H_influenzae_str_56P1H1_id_GCA_002985615_1	H_influenzae	Yes	GCA_002985615_1	GCA_002985615.1	56P1H1	no	NA	G_0756
H_influenzae_str_102P32H1_id_GCA_002990905_1	H_influenzae_str_102P32H1_id_GCA_002990905_1	H_influenzae	Yes	GCA_002990905_1	GCA_002990905.1	102P32H1	no	NA	G_0757
H_influenzae_str_AS1_id_GCA_021391215_1	H_influenzae_str_AS1_id_GCA_021391215_1	H_influenzae	Yes	GCA_021391215_1	GCA_021391215.1	AS1	no	NA	G_0758
H_influenzae_str_21_id_GCA_003203255_1	H_influenzae_str_21_id_GCA_003203255_1	H_influenzae	Yes	GCA_003203255_1	GCA_003203255.1	21	no	NA	G_0759
H_influenzae_str_Fi176_id_GCA_004327565_1	H_influenzae_str_Fi176_id_GCA_004327565_1	H_influenzae	Yes	GCA_004327565_1	GCA_004327565.1	Fi176	no	NA	G_0760
H_influenzae_str_HI1722_id_GCA_001184545_1	H_influenzae_str_HI1722_id_GCA_001184545_1	H_influenzae	Yes	GCA_001184545_1	GCA_001184545.1	HI1722	no	NA	G_0761
H_influenzae_str_34P10H2_id_GCA_002990205_1	H_influenzae_str_34P10H2_id_GCA_002990205_1	H_influenzae	Yes	GCA_002990205_1	GCA_002990205.1	34P10H2	no	NA	G_0762
H_influenzae_str_27P38H1_id_GCA_002984445_1	H_influenzae_str_27P38H1_id_GCA_002984445_1	H_influenzae	Yes	GCA_002984445_1	GCA_002984445.1	27P38H1	no	NA	G_0763
H_influenzae_str_27P39H1_id_GCA_002990065_1	H_influenzae_str_27P39H1_id_GCA_002990065_1	H_influenzae	Yes	GCA_002990065_1	GCA_002990065.1	27P39H1	no	NA	G_0764
H_influenzae_str_Hi11_id_GCA_021391015_1	H_influenzae_str_Hi11_id_GCA_021391015_1	H_influenzae	Yes	GCA_021391015_1	GCA_021391015.1	Hi11	no	NA	G_0765
H_influenzae_str_148_id_GCA_002917855_1	H_influenzae_str_148_id_GCA_002917855_1	H_influenzae	Yes	GCA_002917855_1	GCA_002917855.1	148	no	NA	G_0766
H_influenzae_str_48P115H1_id_GCA_002984785_1	H_influenzae_str_48P115H1_id_GCA_002984785_1	H_influenzae	Yes	GCA_002984785_1	GCA_002984785.1	48P115H1	no	NA	G_0767
